Date,Valeur Liquidative,Performances glissantes Depuis Début d'année,Performances glissantes 1 semaine,Performances glissantes 6 mois,Performances glissantes 1 an,Performances glissantes 2 ans,Performances glissantes 3 ans,Performances glissantes 5 ans,Variation %,weekly_mean,rendement_lag_1,rendement_lag_2,rendement_lag_3,rendement_lag_4,returns,garch_vol,garch_vol_lag_1,garch_vol_lag_2,vol_future_2w
2023-06-16,535.94,0.05,1.15,1.16,4.84,5.69,5.89,8.34,1.764603077164062,11226.382000000001,0.34,0.66,0.78,0.47,0.0115,0.005849339373999716,0.00584120600109412,0.005882605601956623,0.009878512033702241
2023-06-23,543.38,1.33,1.39,0.44,3.65,4.46,7.16,9.87,2.63832105481534,11522.57,1.15,0.34,0.66,0.78,0.0139,0.006122884489757628,0.005849339373999716,0.00584120600109412,0.00227705950734714
2023-07-07,546.75,1.96,0.14,8.13,2.16,3.55,7.38,11.54,0.7101714287697902,11604.4,1.39,1.15,0.34,0.66,0.0014000000000000002,0.00650221401439842,0.006122884489757628,0.005849339373999716,0.006417554051194271
2023-07-14,548.33,2.26,0.29,6.51,2.27,3.18,7.38,12.45,-0.6318637758091827,11531.076,0.14,1.39,1.15,0.34,0.0029,0.006220866617080407,0.00650221401439842,0.006122884489757628,0.00835374167663808
2023-07-21,553.02,3.13,0.86,7.81,1.82,2.46,8.25,13.39,1.3586459754493019,11687.7425,0.29,0.14,1.39,1.15,0.0086,0.006023019214435209,0.006220866617080407,0.00650221401439842,0.006963117118072912
2023-07-28,557.51,3.97,0.81,9.18,0.8,2.28,9.17,13.22,1.670634855276787,11883.001999999999,0.86,0.29,0.14,1.39,0.008100000000000001,0.005970561885102391,0.006023019214435209,0.006220866617080407,0.00445926002830066
2023-08-04,560.63,4.55,0.56,8.55,0.75,1.97,9.43,13.82,2.1062691060727,12133.289999999999,0.81,0.86,0.29,0.14,0.005600000000000001,0.005925043391460569,0.005970561885102391,0.006023019214435209,0.002169101196348386
2023-08-11,559.0,4.25,0.29,6.88,1.86,2.5,9.1,13.53,-0.6631342364684212,12052.83,0.56,0.81,0.86,0.29,0.0029,0.005847264862638653,0.005925043391460569,0.005970561885102391,0.00073824115301167
2023-08-18,558.46,4.15,0.1,6.89,1.92,2.65,8.96,13.65,-0.45045437461574966,11998.5375,0.29,0.56,0.81,0.86,0.001,0.005871396029447288,0.005847264862638653,0.005925043391460569,0.004389191269470949
2023-08-25,558.3,4.12,0.03,6.31,1.74,2.99,9.25,13.62,-0.9658885510004822,11882.645,0.1,0.29,0.56,0.81,0.0003,0.005993090990969605,0.005871396029447288,0.005847264862638653,0.004452527372178637
2023-09-08,554.87,3.48,0.62,6.48,2.19,4.07,8.18,14.43,-0.9659500993559722,11786.686,0.03,0.1,0.29,0.56,0.0062,0.006096470293190781,0.005993090990969605,0.005871396029447288,0.0007810249675906654
2023-09-15,555.46,3.59,0.11,7.15,1.97,4.34,8.77,14.28,-0.32426417400106544,11748.466,0.62,0.03,0.1,0.29,0.0011,0.005921874749833798,0.006096470293190781,0.005993090990969605,0.010748255672433552
2023-09-22,555.54,3.6,0.01,7.41,1.96,4.54,9.23,14.28,0.31384522881539034,11785.338,0.11,0.62,0.03,0.1,0.0001,0.006005599425503039,0.005921874749833798,0.006096470293190781,0.010928860873851401
2023-10-06,564.91,5.35,1.52,9.09,2.21,3.16,9.78,15.94,1.3316885777904908,11942.282000000001,0.01,0.11,0.62,0.03,0.0152,0.0061185832967903435,0.006005599425503039,0.005921874749833798,0.0025179356624028346
2023-10-13,563.35,5.06,0.28,8.86,2.81,3.91,8.93,15.72,2.559460578807271,12247.939999999999,1.52,0.01,0.11,0.62,0.0028000000000000004,0.0066800627561673384,0.0061185832967903435,0.006005599425503039,0.005730619512757762
2023-10-20,562.1,4.82,0.22,8.43,3.95,4.21,8.36,15.57,-0.26348920716462443,12215.668,0.28,1.52,0.01,0.11,0.0022,0.0062208054629490145,0.0066800627561673384,0.0061185832967903435,0.005570008976653449
2023-10-27,557.73,4.01,0.78,7.6,3.51,5.47,8.13,14.88,-0.7503478319810242,12124.008,0.22,0.28,1.52,0.01,0.0078000000000000005,0.006056626642421499,0.0062208054629490145,0.0066800627561673384,0.0011510864433221337
2023-11-03,558.32,4.12,0.11,8.1,4.03,5.07,7.35,15.51,-1.087429173586818,11992.168,0.78,0.22,0.28,1.52,0.0011,0.00594729351172424,0.006056626642421499,0.0062208054629490145,0.0032931747600150225
2023-11-10,557.66,4.0,0.12,6.91,5.07,5.07,7.0,14.97,-0.25685931017643826,11961.365,0.11,0.78,0.22,0.28,0.0012,0.006015638305545956,0.00594729351172424,0.006056626642421499,0.00340147027033899
2023-11-17,560.17,4.46,0.45,6.88,4.34,4.73,6.61,15.48,-0.0809355788407129,11951.684,0.12,0.11,0.78,0.22,0.0045000000000000005,0.006035636418549882,0.006015638305545956,0.00594729351172424,0.0034677081768799407
2023-11-24,561.12,4.64,0.17,6.24,3.96,4.19,7.01,15.93,0.2189482252040742,11977.851999999999,0.45,0.12,0.11,0.78,0.0017000000000000001,0.005899833494731804,0.006035636418549882,0.006015638305545956,0.008889600665946698
2023-12-08,561.81,4.77,0.46,6.03,2.85,4.21,4.96,15.32,0.041521699881763574,11791.502,0.17,0.45,0.12,0.11,0.0046,0.005956237586914817,0.005899833494731804,0.006035636418549882,0.008635392289873112
2023-12-15,568.39,6.0,1.17,6.05,4.83,2.9,5.06,16.77,2.316413973385245,12064.642000000002,0.46,0.17,0.45,0.12,0.011699999999999999,0.005865930508557714,0.005956237586914817,0.005899833494731804,0.003705401462729781
2023-12-22,570.36,6.36,0.35,4.97,5.43,2.44,5.95,17.05,1.1119600565022703,12198.795999999998,1.17,0.46,0.17,0.45,0.0034999999999999996,0.006149259040191336,0.005865930508557714,0.005956237586914817,0.008185963596303126
2023-12-29,568.13,5.95,0.39,4.06,5.95,3.2,5.09,16.85,-0.849313325675749,12095.189999999999,0.35,1.17,0.46,0.17,0.0039000000000000003,0.005970947288961702,0.006149259040191336,0.005865930508557714,0.0109
2024-01-05,574.33,1.09,1.09,5.04,13.58,2.43,6.42,18.27,1.323646011348334,12255.2875,0.39,0.35,1.17,0.46,0.0109,0.005886220172198024,0.005970947288961702,0.006149259040191336,0.008032745483332581
2024-01-12,574.33,1.09,1.09,5.04,13.58,2.43,6.42,18.27,1.5914355334381236,12450.3225,1.09,0.39,0.35,1.17,0.0109,0.006080548326153174,0.005886220172198024,0.005970947288961702,0.0032503845926290013
2024-01-19,584.39,2.86,0.32,5.67,13.93,1.3,6.93,19.8,1.0865220559547861,12585.598000000002,1.09,1.09,0.39,0.35,0.0032,0.006156562310850229,0.006080548326153174,0.005886220172198024,0.003014962686336267
2024-01-26,582.48,2.53,0.33,4.48,14.07,1.45,6.37,18.82,0.8937835135048644,12698.086,0.32,1.09,1.09,0.39,0.0033,0.005984503001571554,0.006156562310850229,0.006080548326153174,0.006711929677819934
2024-02-02,580.9,2.25,0.27,3.62,12.47,2.03,5.39,18.32,-1.8021928659169517,12469.242,0.33,0.32,1.09,1.09,0.0027,0.005910553674814858,0.005984503001571554,0.006156562310850229,0.007990619500389191
2024-02-09,586.21,3.18,0.91,4.87,12.08,1.22,6.6,19.17,0.7396279581389109,12561.467999999999,0.27,0.33,0.32,1.09,0.0091,0.005905677241231788,0.005910553674814858,0.005984503001571554,0.007933788502348674
2024-02-16,590.15,3.88,0.67,5.67,12.96,0.1,7.56,19.39,1.483887074345147,12747.866,0.91,0.27,0.33,0.32,0.0067,0.005952102543755795,0.005905677241231788,0.005910553674814858,0.00670820393249937
2024-02-23,595.44,4.81,0.9,6.65,13.38,2.68,9.19,20.28,1.7227824641394829,12967.484,0.67,0.91,0.27,0.33,0.009000000000000001,0.005871340525632785,0.005952102543755795,0.005905677241231788,0.0035355339059327377
2024-03-01,593.68,4.5,0.3,6.33,13.44,3.38,9.09,20.32,0.8548767054580519,13078.34,0.9,0.67,0.91,0.27,0.003,0.005932437031455526,0.005871340525632785,0.005952102543755795,0.006387879147260068
2024-03-08,591.31,4.08,0.4,6.57,13.48,3.34,8.17,19.94,-1.0224997973748984,12944.614,0.3,0.9,0.67,0.91,0.004,0.00590123492795701,0.005932437031455526,0.005871340525632785,0.006552098900352467
2024-03-15,596.11,4.92,0.81,7.32,14.99,3.19,9.22,21.6,-0.16263134613361263,12923.562,0.4,0.3,0.9,0.67,0.008100000000000001,0.005855467058590963,0.00590123492795701,0.005932437031455526,0.003710795063055895
2024-03-22,593.41,4.45,0.45,6.82,14.73,3.29,8.83,20.77,0.6514303100027652,13007.75,0.81,0.4,0.3,0.9,0.0045000000000000005,0.005878919421710494,0.005855467058590963,0.00590123492795701,0.002089258241577618
2024-03-29,594.99,4.73,0.27,6.92,14.96,2.99,8.71,21.8,-0.24426976225712105,12975.975999999999,0.45,0.81,0.4,0.3,0.0027,0.005836193132543877,0.005878919421710494,0.005855467058590963,0.0012
2024-04-05,594.29,4.6,0.12,5.2,14.76,2.86,8.46,21.59,0.7722270756357785,13076.18,0.27,0.45,0.81,0.4,0.0012,0.005876021278874977,0.005836193132543877,0.005878919421710494,0.00295296461204668
2024-04-26,595.41,4.8,0.12,6.76,14.87,2.76,7.51,20.17,-0.7413372775044613,13306.391999999998,0.12,0.27,0.45,0.81,0.0012,0.005980367551612576,0.005876021278874977,0.005836193132543877,0.0034935655139126847
2024-05-03,597.78,5.22,0.4,7.07,15.74,3.44,7.28,20.57,0.3645090269398521,13354.895,0.12,0.12,0.27,0.45,0.004,0.006021599770363987,0.005980367551612576,0.005876021278874977,0.0034935655139126847
2024-05-10,599.54,5.53,0.29,7.51,14.93,4.83,6.97,20.07,0.580139342166297,13432.372,0.4,0.12,0.12,0.27,0.0029,0.005904280670067181,0.006021599770363987,0.005980367551612576,0.002831960451701259
2024-05-17,597.13,5.1,0.4,6.6,13.93,4.42,6.61,18.85,0.2082283010029773,13460.341999999999,0.29,0.4,0.12,0.12,0.004,0.00589417515361755,0.005904280670067181,0.006021599770363987,0.00031622776601683794
2024-05-24,597.24,5.12,0.02,6.44,13.08,5.07,6.42,19.32,-0.4342385951263128,13401.892000000002,0.4,0.29,0.4,0.12,0.0002,0.005852622089095578,0.00589417515361755,0.005904280670067181,0.0018601075237738274
2024-05-31,597.49,5.17,0.04,6.84,12.38,4.24,5.68,19.36,-0.502854373098971,13334.5,0.02,0.4,0.29,0.4,0.0004,0.006050240280843584,0.005852622089095578,0.00589417515361755,0.0020248456731316584
2024-06-07,595.95,4.9,0.26,6.08,12.48,4.18,5.04,19.17,-0.9381229142450098,13209.405999999999,0.04,0.02,0.4,0.29,0.0026,0.006110664303598947,0.006050240280843584,0.005852622089095578,0.0012509996003196803
2024-06-14,595.25,4.77,0.12,4.73,11.07,5.69,4.75,18.43,-0.28447910526786524,13171.828,0.26,0.04,0.02,0.4,0.0012,0.005991267910204218,0.006110664303598947,0.006050240280843584,0.006850182479321262
2024-06-21,596.04,4.91,0.13,4.5,9.69,5.68,4.8,16.66,-0.12016555333094203,13156.0,0.12,0.26,0.04,0.02,0.0013,0.006025932443677133,0.005991267910204218,0.006110664303598947,0.0096
2024-06-28,601.74,5.92,0.96,5.92,10.22,7.76,5.8,18.32,1.1113104287017395,13302.204000000002,0.13,0.12,0.26,0.04,0.0096,0.006032781387897361,0.006025932443677133,0.005991267910204218,0.008881722805852477
2024-07-05,601.74,5.92,0.96,5.92,10.22,7.76,5.8,18.32,-0.13630823884523968,13284.072,0.96,0.13,0.12,0.26,0.0096,0.006035255217962369,0.006032781387897361,0.006025932443677133,0.006963117118072912
2024-07-12,610.75,7.5,0.81,4.84,11.38,8.86,7.84,19.57,0.8988358388903439,13403.473999999998,0.96,0.96,0.13,0.12,0.008100000000000001,0.006036244465609253,0.006035255217962369,0.006032781387897361,0.004560701700396553
2024-07-19,614.15,8.1,0.56,5.09,11.05,9.04,8.32,18.85,1.0105887473650599,13538.928,0.81,0.96,0.96,0.13,0.005600000000000001,0.005951604341739644,0.006036244465609253,0.006035255217962369,0.00642222702806433
2024-07-26,616.09,8.44,0.32,5.77,10.51,9.62,7.99,18.78,0.8754164288339528,13657.45,0.56,0.81,0.96,0.96,0.0032,0.005858044753142963,0.005951604341739644,0.006036244465609253,0.0071975690340558745
2024-08-02,621.35,9.37,0.85,6.96,10.83,10.0,8.65,19.64,2.267370555996906,13967.115,0.32,0.56,0.81,0.96,0.0085,0.00586341610670416,0.005858044753142963,0.005951604341739644,0.004669582422444217
2024-08-09,617.88,8.76,0.56,5.4,10.53,8.48,7.76,19.63,-1.5118297515270718,13755.956,0.85,0.32,0.56,0.81,0.005600000000000001,0.005901423798552187,0.00586341610670416,0.005858044753142963,0.0034014702703389897
2024-08-16,620.06,9.14,0.35,5.07,11.03,8.9,8.09,19.92,0.6312283929957418,13842.7875,0.56,0.85,0.32,0.56,0.0034999999999999996,0.005837702621261637,0.005901423798552187,0.00586341610670416,0.002343074902771996
2024-08-23,622.12,9.5,0.33,4.48,11.43,9.49,8.1,20.23,0.6457213428533448,13932.173333333334,0.35,0.56,0.85,0.32,0.0033,0.005844515920546026,0.005837702621261637,0.005901423798552187,0.0012206555615733704
2024-09-06,624.9,9.99,0.03,5.68,12.62,10.15,8.04,20.55,-0.08166840958712118,13905.888,0.33,0.35,0.56,0.85,0.0003,0.005854253252692367,0.005844515920546026,0.005837702621261637,0.006615512073906297
2024-09-13,625.98,10.18,0.17,5.01,12.7,10.47,7.8,20.66,0.3049643431616733,13948.295999999998,0.03,0.33,0.35,0.56,0.0017000000000000001,0.006042268363592933,0.005854253252692367,0.005844515920546026,0.006960244248587833
2024-09-20,631.71,11.19,0.92,6.45,13.71,11.48,8.55,22.89,1.6115277928334004,14173.076666666668,0.17,0.03,0.33,0.35,0.0092,0.006013081949513866,0.006042268363592933,0.005854253252692367,0.0066966409490131695
2024-09-27,633.93,11.58,0.35,6.54,13.92,15.03,8.99,23.44,0.987600198780636,14313.05,0.92,0.17,0.03,0.33,0.0034999999999999996,0.006001128125592821,0.006013081949513866,0.006042268363592933,0.006226154511413927
2024-10-04,628.32,10.59,0.88,5.73,11.22,13.68,7.71,22.56,-0.9005208533471087,14184.158000000001,0.35,0.92,0.17,0.03,0.0088,0.005910353010373697,0.006001128125592821,0.006013081949513866,0.0006041522986797286
2024-10-11,628.14,10.56,0.03,5.53,11.5,14.63,7.14,22.42,-0.5512628948436737,14105.966,0.88,0.35,0.92,0.17,0.0003,0.005936306791879791,0.005910353010373697,0.006001128125592821,0.001202081528017131
2024-10-18,628.63,10.65,0.08,5.45,11.84,16.26,7.13,21.99,-0.7101817769871288,14005.788,0.03,0.88,0.35,0.92,0.0008,0.006074206915613275,0.005936306791879791,0.005910353010373697,0.0017677669529663688
2024-10-25,629.56,10.81,0.15,5.74,12.88,16.84,6.7,22.04,0.8206892750340034,14120.732,0.08,0.03,0.88,0.35,0.0015,0.006088373835059324,0.006074206915613275,0.005936306791879791,0.008672081641682117
2024-11-01,630.79,11.03,0.2,5.52,12.98,17.53,7.25,22.19,0.6743701388851386,14215.957999999999,0.15,0.08,0.03,0.88,0.002,0.006044414560124316,0.006088373835059324,0.006074206915613275,0.009284934033152847
2024-11-08,638.42,12.37,1.21,6.48,14.48,20.28,8.68,23.5,1.5547809018569225,14436.985,0.2,0.15,0.08,0.03,0.0121,0.005995949858481145,0.006044414560124316,0.006088373835059324,0.0036400549446402595
2024-11-15,641.69,12.95,0.51,7.46,14.55,19.53,9.13,23.73,2.005868953940171,14726.572,1.21,0.2,0.15,0.08,0.0051,0.006240684661982905,0.005995949858481145,0.006044414560124316,0.0029410882339705484
2024-11-22,641.24,12.87,0.07,7.37,14.28,18.8,9.49,22.65,1.378209402704167,14929.535,0.51,1.21,0.2,0.15,0.0007000000000000001,0.005978018036162264,0.006240684661982905,0.005995949858481145,0.003471310991541956
2024-11-29,638.63,12.41,0.41,6.89,14.19,17.76,9.27,21.93,-0.6572810204738544,14831.405999999999,0.07,0.51,1.21,0.2,0.0040999999999999995,0.006057938506266757,0.005978018036162264,0.006240684661982905,0.00206155281280883
2024-12-06,636.89,12.1,0.27,6.87,13.36,16.6,8.59,21.55,-0.42674308828170027,14768.114000000001,0.41,0.07,0.51,1.21,0.0027,0.0059167620996053,0.006057938506266757,0.005978018036162264,0.002797320146139873
2024-12-13,636.17,11.98,0.11,6.87,11.92,17.33,8.68,20.5,-0.360032432035684,14714.944,0.27,0.41,0.07,0.51,0.0011,0.005908163442465926,0.0059167620996053,0.006057938506266757,0.002745906043549196
2024-12-20,638.59,12.4,0.38,7.14,11.96,18.04,9.23,19.87,0.16254224277034712,14738.862,0.11,0.27,0.41,0.07,0.0038,0.006000195194872881,0.005908163442465926,0.0059167620996053,0.007587160206559501
2024-12-27,638.1,12.32,0.08,6.04,12.32,19.0,8.72,19.58,-0.5762317334947475,14653.932,0.38,0.11,0.27,0.41,0.0008,0.00590082016854361,0.006000195194872881,0.005908163442465926,0.007897151385151485
2025-01-10,659.31,3.32,1.07,7.95,13.18,28.06,11.14,22.84,4.5438620925829065,15706.662,0.08,0.38,0.11,0.27,0.010700000000000001,0.006019781721935771,0.00590082016854361,0.006000195194872881,0.004560701700396553
2025-01-17,661.4,3.65,0.32,7.69,13.18,28.94,11.71,22.01,2.018859895246994,16023.7575,1.07,0.08,0.38,0.11,0.0032,0.006115162870728626,0.006019781721935771,0.00590082016854361,0.01092520022699813
2025-01-24,657.68,3.07,0.56,6.75,12.91,28.79,11.27,20.71,-1.1172753956118053,15844.728,0.32,1.07,0.08,0.38,0.005600000000000001,0.00596750025204369,0.006115162870728626,0.006019781721935771,0.010186265262597475
2025-01-31,667.17,4.56,1.44,7.37,14.85,29.18,12.52,22.91,1.6090020604961008,16099.670000000002,0.56,0.32,1.07,0.08,0.0144,0.005864509723617348,0.00596750025204369,0.006115162870728626,0.0038288379438153296
2025-02-07,666.89,4.51,0.04,7.93,13.76,27.5,12.37,25.15,1.0265924705288976,16264.948,1.44,0.56,0.32,1.07,0.0004,0.006473770459426454,0.005864509723617348,0.00596750025204369,0.008036168241145777
2025-02-14,670.46,5.07,0.54,8.13,13.61,28.33,13.72,24.93,0.6637832472627725,16372.912,0.04,1.44,0.56,0.32,0.0054,0.006281873586552406,0.006473770459426454,0.005864509723617348,0.00784346862045103
2025-02-21,677.16,6.12,1.0,8.85,13.72,28.94,16.77,25.31,2.628793216502956,16803.322,0.54,0.04,1.44,0.56,0.01,0.00599423896506769,0.006281873586552406,0.006473770459426454,0.003516390194503448
2025-03-07,672.18,5.34,0.48,7.57,13.68,29.0,17.48,29.13,-1.5185856057638003,16660.806,1.0,0.54,0.04,1.44,0.0048,0.006048696859800884,0.00599423896506769,0.006281873586552406,0.025119116226491725
2025-03-14,673.03,5.47,0.13,7.52,12.9,29.83,16.5,33.8,-1.0161573215605513,16491.506,0.48,1.0,0.54,0.04,0.0013,0.00590110588878088,0.006048696859800884,0.00599423896506769,0.02532133487792458
2025-03-21,696.9,9.21,3.55,10.32,17.44,34.74,21.3,43.36,3.9274035979491417,17139.194,0.13,0.48,1.0,0.54,0.0355,0.005983220465110246,0.00590110588878088,0.006048696859800884,0.024130167840278275
2025-03-28,700.17,9.73,0.47,10.45,17.68,35.28,21.2,43.76,3.2158455059205338,17690.364,3.55,0.13,0.48,1.0,0.004699999999999999,0.011169358643569079,0.005983220465110246,0.00590110588878088,0.03300969554539999
2025-04-11,665.52,4.3,3.38,5.95,11.81,28.61,15.06,38.25,-6.588873029328179,16243.018,0.47,3.55,0.13,0.48,0.0338,0.008372825493408132,0.011169358643569079,0.005983220465110246,0.022895414388038493
2025-04-18,686.95,7.66,3.22,9.28,15.23,32.52,18.11,43.36,4.882097649587047,17036.018,3.38,0.47,3.55,0.13,0.0322,0.011337957651643225,0.008372825493408132,0.011169358643569079,0.006146543744251724
2025-04-25,689.27,8.02,0.34,9.48,15.76,32.98,18.96,44.15,1.3350537666724893,17263.458000000002,3.22,3.38,0.47,3.55,0.0034000000000000002,0.01196293758668442,0.011337957651643225,0.008372825493408132,0.0075633987069306345
2025-05-02,694.75,8.88,0.8,10.14,16.22,34.52,20.22,43.45,0.9564103553297398,17428.5675,0.34,3.22,3.38,0.47,0.008,0.008821089743601351,0.01196293758668442,0.011337957651643225,0.008904212486233692
2025-05-09,699.69,9.65,0.71,9.6,16.7,34.13,22.34,43.91,0.9570178386720585,17595.362,0.8,0.34,3.22,3.38,0.0070999999999999995,0.0072055377833772525,0.008821089743601351,0.01196293758668442,0.007355270219373317
2025-05-23,706.81,10.77,1.04,10.23,18.35,33.82,24.35,43.94,0.35670206576781105,18039.906,0.71,0.8,0.34,3.22,0.0104,0.006417583926158771,0.0072055377833772525,0.008821089743601351,0.009688395119936017
2025-05-30,706.68,10.75,0.02,10.66,18.27,32.92,23.29,43.0,-0.20956871948224487,18002.1,1.04,0.71,0.8,0.34,0.0002,0.006250469911679789,0.006417583926158771,0.0072055377833772525,0.0097082439194738
2025-06-06,716.33,12.26,1.37,12.47,20.2,35.19,25.22,43.41,2.6771321123646885,18484.04,0.02,1.04,0.71,0.8,0.0137,0.0062073731963500755,0.006250469911679789,0.006417583926158771,0.007733692520394123
2025-06-13,715.66,12.15,0.09,12.5,20.23,33.53,27.07,43.78,0.4252858141402083,18562.65,1.37,0.02,1.04,0.71,0.0009,0.00650857657443662,0.0062073731963500755,0.006250469911679789,0.010459684507670392
2025-06-20,707.86,10.93,1.09,10.85,18.76,30.27,25.51,39.86,-3.347571602115007,17941.252,0.09,1.37,0.02,1.04,0.0109,0.006257993915319452,0.00650857657443662,0.0062073731963500755,0.008631338250816033
2025-07-04,723.12,13.32,1.0,10.86,19.36,32.26,29.4,41.99,3.0745457451910374,18492.864,1.09,0.09,1.37,0.02,0.01,0.006227280867460434,0.006257993915319452,0.00650857657443662,0.006473407139984322
2025-07-11,728.18,14.12,0.7,10.45,19.23,32.8,29.79,43.01,2.005995393682647,18863.829999999998,1.0,1.09,0.09,1.37,0.006999999999999999,0.006142148127224212,0.006227280867460434,0.006257993915319452,0.007967747485958625
2025-07-18,732.48,14.79,0.59,10.75,19.27,32.45,30.05,43.44,0.3549332240589509,18930.784,0.7,1.0,1.09,0.09,0.0059,0.005956165550204438,0.006142148127224212,0.006227280867460434,0.0080049984384758
2025-07-25,739.48,15.89,0.96,12.44,20.03,32.64,31.58,44.75,1.554156446980759,19224.998,0.59,0.7,1.0,1.09,0.0096,0.005861424650672162,0.005956165550204438,0.006142148127224212,0.006203224967708329
2025-08-01,743.94,16.59,0.6,11.51,19.73,32.7,31.7,45.68,1.3850820686691412,19491.28,0.96,0.59,0.7,1.0,0.006,0.005967331482659069,0.005861424650672162,0.005956165550204438,0.004762877281643944
2025-08-08,748.72,17.34,0.64,12.27,21.18,33.94,31.45,46.14,0.9741587007112917,19681.156,0.6,0.96,0.59,0.7,0.0064,0.005866814758271832,0.005967331482659069,0.005861424650672162,0.0036400549446402586
2025-08-15,747.17,17.09,0.21,11.44,20.5,33.79,31.23,45.83,0.8970585874122472,19857.7075,0.64,0.6,0.96,0.59,0.0021,0.005831256361330943,0.005866814758271832,0.005967331482659069,0.004101828860398737
2025-08-22,750.71,17.65,0.47,10.86,20.67,34.46,32.13,46.47,-0.3797056298333157,19782.306666666667,0.21,0.64,0.6,0.96,0.004699999999999999,0.00590515181244863,0.005831256361330943,0.005866814758271832,0.005124451190127583
2025-08-29,753.24,18.04,0.34,11.52,20.5,34.9,33.05,47.39,1.5951392254223151,20097.862,0.47,0.21,0.64,0.6,0.0034000000000000002,0.005843862005931775,0.00590515181244863,0.005831256361330943,0.008099691352144228
2025-09-12,748.92,17.37,0.64,11.28,19.64,34.83,32.17,46.02,-1.3757781797884783,19821.36,0.34,0.47,0.21,0.64,0.0064,0.005850400443114095,0.005843862005931775,0.00590515181244863,0.01346291201783626
2025-09-19,756.02,18.48,0.95,8.48,19.68,36.09,33.42,48.04,-0.5257358728159911,19717.152000000002,0.64,0.34,0.47,0.21,0.0095,0.005824656107045589,0.005850400443114095,0.005843862005931775,0.015815498727514095
2025-09-26,743.56,16.53,1.65,6.2,17.29,33.62,34.93,46.2,-0.4751497579366548,19623.466,0.95,0.64,0.34,0.47,0.0165,0.005946024806542936,0.005824656107045589,0.005850400443114095,0.01218400590938793
2025-10-03,732.35,14.77,1.51,6.32,16.56,29.64,32.5,43.29,-4.546413971925234,18731.302000000003,1.65,0.95,0.64,0.34,0.0151,0.006818651821303042,0.005946024806542936,0.005824656107045589,0.0061502032486739815
2025-10-10,726.28,13.82,0.83,9.13,15.62,28.92,32.54,41.13,0.4517251390212973,18815.916,1.51,1.65,0.95,0.64,0.0083,0.00693195892046534,0.006818651821303042,0.005946024806542936,0.01636704005005181
2025-10-17,724.39,13.52,0.26,5.45,15.23,28.87,33.97,40.07,-2.1485640135723405,18411.644,0.83,1.51,1.65,0.95,0.0026,0.006338599105037301,0.00693195892046534,0.006818651821303042,0.01743860659571171
2025-10-24,741.03,16.13,2.3,7.51,17.71,32.87,37.52,42.85,4.877152740950241,19309.608,0.26,0.83,1.51,1.65,0.023,0.006085255849136676,0.006338599105037301,0.00693195892046534,0.009153414663392017
2025-10-31,747.63,17.17,0.89,7.61,18.52,33.91,39.3,44.95,0.9545299935658891,19493.924,2.3,0.26,0.83,1.51,0.0089,0.008108739528314216,0.006085255849136676,0.006338599105037301,0.01479949323456719
2025-11-07,740.59,16.06,0.94,5.85,16.0,32.8,39.53,42.39,-0.037493733945004326,19486.614999999998,0.89,2.3,0.26,0.83,0.009399999999999999,0.006901843787483383,0.008108739528314216,0.006085255849136676,0.017265283084849786
2025-11-14,726.77,13.9,1.87,3.89,13.26,29.74,35.37,39.45,-3.7720917665792664,18751.561999999998,0.94,0.89,2.3,0.26,0.0187,0.006384260156494562,0.006901843787483383,0.008108739528314216,0.01388758438318198
2025-11-21,715.36,12.11,1.57,1.21,11.56,27.49,32.53,36.14,-2.645323626906382,18255.5225,1.87,0.94,0.89,2.3,0.015700000000000002,0.007348511371372508,0.006384260156494562,0.006901843787483383,0.008930005599102389
2025-11-28,723.81,13.43,1.18,2.42,13.34,29.42,33.47,38.04,1.3392851396063943,18500.016,1.57,1.87,0.94,0.89,0.0118,0.007228310390432876,0.007348511371372508,0.006384260156494562,0.003945883931389772
